﹟,Glide ﹟,Start Date,End Date,Country,Area (km²),Source,Main Cause,Fatalities,Displaced,Severity,Flood impact index
5232,,6/10/22,6/21/22,Bangladesh,"6,200",FloodList,Heavy rain,0,90000,1.5,5
5228,,6/2/22,6/3/22,Cuba,300,FloodList,Heavy rain,3,4480,1,2.8
5225,,5/30/22,5/31/22,Mexico,"15,000",FloodList,Tropical cyclone,11,0,1,4.5
5229,,5/30/22,6/9/22,China,"663,000",FloodList,Heavy rain,11,286000,2,7.2
5227,,5/29/22,6/2/22,Sri Lanka,"1,165",FloodList,Heavy rain,1,600,1,3.8
5226,,5/25/22,5/30/22,"Guyana,Suriname, French Guiana","70,000",FloodList,Heavy rain,0,110,1.5,5.8
5224,,5/23/22,5/29/22,Brazil,"8,600",FloodList,Heavy rain,80,4000,1.5,5
5222,,5/20/22,5/24/22,Colombia,"63,000",FloodList,Heavy rain,0,280,1,5.5
5221,,5/13/22,5/18/22,India,"43,000",FloodList,Heavy rain,3,40000,2,5.7
5220,,5/9/22,5/10/22,Canada,"3,500",FloodList,Rain and snowmelt,0,1000,1,3.8
5223,,5/9/22,5/24/22,Bangladesh,"12,000",FloodList,Heavy rain,0,7439,1.5,5.5
5217,,5/7/22,5/7/22,United States of America,64,FloodList,Ice jam/break-up,0,75,1,1.8
5219,,5/7/22,5/11/22,Canada,80,FloodList,Ice jam/break-up,0,250,1,2.6
5215,,5/2/22,5/3/22,Afghanistan,"207,000",FloodList,Heavy rain,22,0,1,5.6
5216,,5/2/22,5/5/22,Brazil,"67,000",FloodList,Heavy rain,3,7500,1.5,5.6
5211,,4/30/22,5/1/22,Guadeloupe,45,FloodList,Heavy rain,2,0,1,2
5212,,4/29/22,5/3/22,United Republic of Tanzania,"28,400",FloodList,Heavy rain,5,3150,1.5,5.3
5213,,4/28/22,5/2/22,Canada,"2,030",FloodList,Ice jam/break-up,0,1000,1,4
5214,,4/27/22,4/30/22,Uganda,"40,000",FloodList,Heavy rain,0,3200,1,5.2
5209,,4/26/22,4/26/22,Brazil,"2,200",FloodList,Heavy rain,0,880,1,3.3
5218,,4/26/22,5/4/22,Democratic Republic of the Congo,120,FloodList,Heavy rain,8,7500,1,3
5208,,4/20/22,4/20/22,Uzbekistan,200,FloodList,Torrential rain,4,100,1,2.3
5210,,4/20/22,4/28/22,Venezuela (Bolivarian Republic of),"134,000",FloodList,Heavy rain,2,0,1,6.1
5206,,4/10/22,4/13/22,South Africa,"93,000",FloodList,Heavy rain,306,40000,2,5.9
5207,,4/10/22,4/14/22,Philippines,"3,000",FloodList,Heavy rain,75,5000,1.5,4.4
5205,,4/3/22,4/6/22,Philippines,"10,000",FloodList,Heavy rain,1,1000,1,4.6
5204,,3/20/22,3/21/22,Brazil,584,FloodList,Torrential rain,5,149,1,3.1
5202,,3/16/22,3/17/22,Democratic Republic of the Congo,200,FloodList,Heavy rain,3,0,1,2.6
5203,,3/14/22,3/17/22,Indonesia,"12,000",FloodList,Heavy rain,0,10000,1,4.7
5201,,3/12/22,3/14/22,Malawi,"34,000",FloodList,Tropical cyclone,15,100000,2,5.3
5200,,3/11/22,3/18/22,Mozambique,"26,000",FloodList,Tropical cyclone,53,21000,2,5.6
5197,,3/5/22,3/6/22,"Haiti,Dominican Republic",550,FloodList,Heavy rain,2,280,1,3
5199,,3/5/22,3/7/22,Malaysia,"5,000",FloodList,Heavy rain,4,1300,1,4.2
5198,,3/1/22,3/7/22,Indonesia,"5,400",FloodList,Heavy rain,9,0,1,4.6
5195,,2/25/22,2/28/22,Malaysia,"4,700",FloodList,Heavy rain,0,20000,1.5,4.5
5196,,2/22/22,2/28/22,Australia,"37,000",FloodList,Heavy rain,8,17000,2,5.7
5194,,2/20/22,2/22/22,Bolivia (Plurinational State of),615,FloodList,Torrential rain,1,2500,1,3.3
5191,,2/15/22,2/17/22,Brazil,"1,830",FloodList,Heavy rain,94,300,1.5,3.9
5192,,2/15/22,2/17/22,Madagascar,"29,000",FloodList,Heavy rain,6,2982,1,4.9
5193,,2/15/22,2/16/22,Brazil,"44,000",FloodList,Heavy rain,2,77,1,4.9
5190,,2/14/22,2/14/22,Honduras,"4,100",FloodList,Heavy rain,0,1640,1,3.6
5181,,2/13/22,2/23/22,Zambia,"4,800",FloodList,Heavy rain,1,450,1,4.7
5189,,2/7/22,2/11/22,Brazil,"4,200",FloodList,Heavy rain,0,2000,1,4.3
5188,,2/5/22,2/10/22,Madagascar,"61,000",FloodList,Tropical cyclone,121,69000,2,5.9
5185,,1/31/22,1/31/22,Ecuador,266,FloodList,Heavy rain,11,0,1,2.4
5186,,1/30/22,1/31/22,"Haiti,Dominican Republic","8,500",FloodList,Heavy rain,1,12000,1.5,4.4
5187,,1/21/22,2/1/22,Democratic Republic of the Congo,"4,800",FloodList,Torrential rain,0,13000,1,4.8
5183,,1/20/22,1/20/22,Pakistan,2,FloodList,Heavy rain,8,0,1,0.2
5184,,1/20/22,1/28/22,Brazil,"30,500",FloodList,Heavy rain,19,2000,1.5,5.6
5182,,1/18/22,1/19/22,Iran (Islamic Republic of),"17,000",FloodList,Heavy rain,0,1050,1,4.5
5179,,1/17/22,1/18/22,Madagascar,"1,870",FloodList,Heavy rain,10,500,1,3.6
5180,,1/17/22,1/18/22,South Africa,"6,400",FloodList,Heavy rain,1,100,1,4.1
5177,,1/9/22,1/11/22,Fiji,"10,000",FloodList,Heavy rain,1,4000,1,4.5
5178,,1/9/22,1/12/22,Brazil,"41,000",FloodList,Heavy rain,15,11200,1.5,5.4
5175,,1/8/22,1/9/22,South Africa,"10,700",FloodList,Heavy rain,7,0,1,4.3
5176,,1/7/22,1/10/22,Australia,"30,000",FloodList,Heavy rain,1,320,1,5.1
5174,,1/6/22,1/7/22,Indonesia,"1,300",FloodList,Heavy rain,6,500,1,3.4
5171,,1/1/22,1/3/22,Indonesia,"5,100",FloodList,Heavy rain,50,14500,1.5,4.4
5172,,1/1/22,1/4/22,"Oman,Iran (Islamic Republic of)","213,000",FloodList,Heavy rain,12,2100,1,5.9
5173,,12/30/21,1/3/22,Indonesia,"55,000",FloodList,Heavy rain,1,20000,1,5.4
5170,,12/23/21,12/29/21,Brazil,"650,000",FloodList,Heavy rain,14,70000,1.5,6.8
5167,,12/16/21,12/17/21,Iraq,300,FloodList,Heavy rain,8,0,1,2.8
5168,TC-2021-000202-PHL,12/16/21,12/19/21,Philippines,"282,000",FloodList,Tropical cyclone,389,570906,2,6.4
5169,,12/16/21,12/23/21,Malaysia,"51,000",FloodList,Heavy rain,37,67629,2,5.9
5163,,12/9/21,12/13/21,Brazil,"567,439",FloodList,Heavy rain,10,21570,1.5,6.6
5164,,12/9/21,12/13/21,Spain,"17,640",FloodList,Heavy rain,2,50,1,4.9
5162,,12/5/21,12/5/21,Indonesia,"2,625",FloodList,Heavy rain,5,6500,1,3.4
5165,,12/4/21,12/6/21,Papua New Guinea,"96,000",FloodList,High tides,0,7200,1.5,5.6
5160,,12/1/21,12/1/21,Australia,"1,240",FloodList,Heavy rain,2,1000,1,3.1
5166,FF-2021-000198-COG,11/29/21,12/16/21,Congo,"227,000",FloodList,Heavy rain,15,6552,1.5,6.8
5161,,11/27/21,12/1/21,Thailand,"11,500",FloodList,Heavy rain,0,10000,1.5,4.9
5159,,11/26/21,12/1/21,Viet Nam,"24,700",FloodList,Heavy rain,18,24000,2,5.5
5158,,11/24/21,11/24/21,Spain,"75,000",FloodList,Heavy rain,0,700,1,4.9
5154,,11/21/21,11/21/21,Panama,1,FloodList,Heavy rain,2,0,1,0
5155,,11/19/21,11/22/21,Colombia,180,FloodList,Heavy rain,0,400,1,2.9
5156,,11/18/21,11/21/21,India,"38,555",FloodList,Dam/Levy break or release,24,31827,2,5.5
5157,,11/18/21,11/22/21,Indonesia,"5,100",FloodList,Heavy rain,1,1200,1,4.4
5153,,11/16/21,11/18/21,India,"262,393",FloodList,Dam/Levy break or release,23,12000,2,6.2
5149,,11/15/21,11/15/21,Italy,"2,440",FloodList,Heavy rain,1,0,1,3.4
5150,,11/14/21,11/17/21,"Canada,United States of America","4,500",FloodList,Heavy rain,0,7000,1,4.3
5148,,11/12/21,11/12/21,Egypt,640,FloodList,Torrential rain,0,0,1,2.8
5151,,11/12/21,11/12/21,Bolivia (Plurinational State of),720,FloodList,Heavy rain,7,0,1,2.9
5152,,11/11/21,11/14/21,Colombia,"45,000",FloodList,Heavy rain,3,1000,1.5,5.4
5146,,11/7/21,11/12/21,Sri Lanka,160,FloodList,Heavy rain,20,5000,1.5,3.2
5147,,11/7/21,11/11/21,India,"130,370",FloodList,Heavy rain,14,11000,1.5,6
5145,,11/6/21,11/9/21,India,"1,000",FloodList,Heavy rain,4,0,1,3.6
5144,,11/4/21,11/4/21,Indonesia,56,FloodList,Torrential rain,6,0,1,1.7
5142,,10/31/21,11/1/21,Peru,107,FloodList,Heavy rain,1,30,1,2.3
5140,,10/30/21,10/30/21,Iraq,"2,780",FloodList,Heavy rain,0,3000,1,3.4
5143,,10/25/21,10/31/21,Sri Lanka,"8,970",FloodList,Torrential rain,2,120,1,4.8
5141,,10/23/21,10/28/21,Indonesia,"1,022",FloodList,Heavy rain,1,3400,1,3.8
5139,,10/21/21,10/23/21,Viet Nam,"5,500",FloodList,Heavy rain,1,7000,1,4.2
5138,,10/17/21,10/19/21,India,"54,871",FloodList,Heavy rain,27,600,1.5,5.4
5137,,10/13/21,10/20/21,Nepal,"1,498",FloodList,Heavy rain,29,2600,1.5,4.3
5135,,10/12/21,10/14/21,Philippines,"118,495",FloodList,Heavy rain,13,11525,1.5,5.7
5136,,10/11/21,10/17/21,India,"41,117",FloodList,Heavy rain,23,5223,1.5,5.6
5128,,10/6/21,10/9/21,United States of America,"35,416",FloodList,Torrential rain,4,0,1.5,5.3
5131,,10/4/21,10/6/21,Italy,"10,408",FloodList,Torrential rain,0,0,1.5,4.7
5133,,10/3/21,10/5/21,"Oman,Iran (Islamic Republic of)","129,781",FloodList,Heavy rain,13,5000,1.5,5.8
5134,,10/3/21,10/4/21,Indonesia,537,FloodList,Heavy rain,4,169,1,3
5132,,10/2/21,10/11/21,China,"103,744",FloodList,Heavy rain,5,50000,2,6.3
5129,,10/1/21,10/9/21,Mexico,"69,142",FloodList,Heavy rain,4,2440,1.5,6
5130,,10/1/21,10/9/21,India,"42,829",FloodList,Monsoonal Rain,11,500000,1.5,5.8
5119,,9/23/21,9/24/21,Spain,"9,004",FloodList,Torrential rain,0,0,1,4.3
5127,,9/23/21,9/28/21,Thailand,"218,555",FloodList,Tropical Storm Dianmu,0,40000,1.5,6.3
5123,,9/19/21,9/20/21,Pakistan,"3,874",FloodList,Monsoonal Rain,0,0,1.5,4.1
5125,,9/18/21,9/20/21,United States of America,"5,986",FloodList,Torrential rain,1,0,1,4.3
5126,,9/15/21,9/26/21,India,"94,057",FloodList,Monsoonal Rain,58,1200,1.5,6.2
5122,,9/14/21,9/20/21,India,"45,158",FloodList,Monsoonal Rain,10,1300,1.5,5.7
5121,,9/12/21,9/19/21,India,"71,861",FloodList,Monsoonal Rain,15,24127,1.5,5.9
5120,,9/5/21,9/26/21,Colombia,"46,072",FloodList,Heavy rain,0,6000,1,6
5118,,8/29/21,8/29/21,United States of America,"39,063",GFMS Prediction,,95,0,1.5,4.8
5117,,8/21/21,8/23/21,United States of America,"31,230",FloodLIst,Torrential rain,22,0,2,5.3
5115,,8/20/21,8/25/21,Benin,"18,289",FloodList,Heavy rain,1,0,1,5
5114,,8/16/21,8/17/21,Haiti,"10,341",News Media,Tropical Storm Grace,0,0,1.5,4.5
5109,,8/13/21,8/17/21,Colombia,"50,657",FloodList,Heavy rain,3,100,1,5.4
5111,,8/12/21,8/17/21,Japan,"2,471",FloodList,Heavy rain,3,50,1.5,4.3
5110,,8/11/21,8/17/21,Somalia,"66,965",FloodList,Heavy rain,2,10000,1.5,5.8
5113,,8/11/21,8/17/21,Türkiye,"22,930",FloodList,Torrential rain,59,2500,2,5.5
5107,,8/10/21,8/17/21,Nigeria,"114,959",FloodList,Heavy rain,21,1600,1,6
5112,,8/10/21,8/28/21,Niger,"89,127",FloodList,Heavy rain,62,12000,1.5,6.4
5108,,8/7/21,8/17/21,India,"48,583",FloodList,Monsoonal Rain,12,85000,1.5,5.9
5116,,8/1/21,9/22/21,Sudan,"734,281",FloodList,Heavy rain,0,60000,1.5,7.8
5097,,7/28/21,7/29/21,Afghanistan,"11,286",FloodList,Torrential rain,100,1000,2,4.7
5099,,7/28/21,7/29/21,Pakistan,"5,317",FloodList,Torrential rain,2,0,1.5,4.2
5101,,7/27/21,7/29/21,India,"12,061",FloodList,Torrential rain,7,0,1.5,4.7
5106,,7/27/21,7/30/21,Bangladesh,"6,304",FloodList,Monsoonal Rain,8,0,1.5,4.6
5100,,7/25/21,7/29/21,"Myanmar,Bangladesh","126,119",FloodList,Monsoonal Rain,0,48500,1.5,6
5098,,7/22/21,7/28/21,Mexico,"1,262",FloodList,Torrential rain,1,0,1.5,4.1
5102,,7/22/21,7/28/21,United States of America,"281,607",FloodList,Torrential rain,4,0,2,6.6
5103,,7/22/21,7/28/21,Costa Rica,"30,327",FloodList,Heavy rain,2,3000,1.5,5.5
5104,,7/22/21,7/28/21,Panama,"11,376",FloodList,Heavy rain,0,1408,1.5,5.1
5105,,7/22/21,7/30/21,India,"110,849",FloodList,Monsoonal Rain,9,31360,1.5,6.2
5096,,7/20/21,7/29/21,China,"129,685",FloodList and other media,Torrential rain,69,350000,2,6.4
5095,,7/14/21,7/19/21,"Germany,Belgium, Luxembourg, Netherlands (Kingdom of the), France","30,392",FloodList,Torrential rain,180,1000,2,5.6
5092,,7/5/21,7/7/21,Republic of Korea,"10,589",FloodList,Torrential rain,2,190,1.5,4.7
5093,,7/5/21,7/7/21,Indonesia,"49,387",FloodList,Heavy rain,0,6000,1,5.2
5094,,7/4/21,7/6/21,Russian Federation,"4,232",FloodList,Torrential rain,0,2400,1.5,4.3
5090,,7/1/21,7/4/21,Nepal,"111,106",FloodList,Monoonal Rain,10,150,1.5,5.8
5124,,7/1/21,9/22/21,Chad,"414,366",FloodList,Heavy rain,15,160000,1.5,7.7
5091,,6/30/21,7/4/21,India,"78,068",FloodList,Monsoonal Rain,1,15000,1.5,5.8
5089,,6/28/21,7/4/21,China,"82,493",FloodList,Monsoonal Rain,0,63000,1.5,5.9
5081,,6/19/21,6/21/21,United States of America,"545,514",FloodList,,15,0,1.5,6.4
5084,,6/19/21,6/21/21,New Zealand,"25,184",FloodList,Heavy rain,0,20,1,4.9
5082,,6/18/21,6/20/21,United States of America,"13,397",FloodList,Torrential rain,1,0,1.5,4.8
5083,,6/15/21,6/21/21,India,"239,571",FloodList,Monsoonal Rain,0,0,1,6.2
5085,,6/15/21,6/21/21,Ukraine,"2,832",FloodList,Heavy rain,0,1490,1.5,4.5
5086,,6/15/21,6/18/21,Mexico,"35,804",FloodList,Heavy rain,0,0,1.5,5.3
5078,,6/1/21,6/2/21,Chile,"18,990",FloodList,Torrential rain,0,36,1.5,4.8
5079,,5/31/21,6/2/21,Philippines,"115,039",FloodList,Tropical Storm Dante,0,600,1.5,5.7
5080,,5/29/21,6/2/21,New Zealand,"6,948",FloodList,Heavy rain,0,0,1.5,4.7
5075,,5/25/21,5/28/21,India,"345,643",FloodList,Tropical Storm Yaas and Storm Surge,1,1500000,1.5,6.3
5072,,5/24/21,5/28/21,Indonesia,"28,512",FloodList,Heavy rain,0,12000,1.5,5.3
5074,,5/16/21,5/28/21,United States of America,"90,601",FloodList,Heavy rain,0,250,2,6.4
5076,,5/16/21,5/23/21,India,"331,180",FloodLIst,Tropical Storm Tauktae,23,200000,1.5,6.6
5077,,5/15/21,6/2/21,Brazil,"121,963",FloodList,Heavy rain,0,0,1.5,6.5
5087,,5/15/21,6/18/21,"Guyana,Suriname","170,318",FloodList,Heavy rain,0,0,1,6.8
5088,,5/15/21,6/21/21,"Nepal,Bhutan","158,361",FloodList,Monsoonal Rain,15,100,1.5,7
5067,,5/12/21,5/14/21,Romania,"20,207",FloodList,Torrential rain,0,36,1.5,5
5069,,5/10/21,5/14/21,Russian Federation,"47,982",FloodList,Snow melt and Ice jams,0,116,1.5,5.6
5070,,5/10/21,5/14/21,Algeria,"35,277",NASA Flood Alerts,Heavy rain,0,0,1,5.2
5071,,5/10/21,5/14/21,Russian Federation,"487,698",NASA Flood Alerts,Snowmelt and ice jams,0,0,1.5,6.6
5065,,5/7/21,6/1/21,Somalia,"55,049",FloodList,Heavy rain,9,100000,1.5,6.3
5066,,5/5/21,5/9/21,Iran (Islamic Republic of),"221,266",FloodList,Torrential rain,10,600,1.5,6.2
5063,,5/4/21,5/9/21,Uganda,"16,050",FloodList,Heavy rain,0,0,1,5
5064,,5/4/21,5/9/21,South Africa,"40,796",FloodList,Heavy rain,2,50,1,5.4
5061,,5/2/21,5/5/21,Afghanistan,"259,774",FloodList,Heavy rain,16,200,1.5,6.2
5062,,5/1/21,5/4/21,Yemen,"66,535",FloodList,Heavy rain,4,0,1,5.4
5073,,5/1/21,5/28/21,Brazil,"114,949",FloodList,Heavy rain,0,8000,1.5,6.7
5055,,4/27/21,4/28/21,Rwanda,"6,066",FloodList,Torrential rain,1,15,1,4.1
5056,,4/26/21,4/27/21,Philippines,"4,522",FloodList,Torrential rain,0,419,1.5,4.1
5068,,4/26/21,5/10/21,Ethiopia,"176,121",FloodList,Heavy rain,7,27400,1.5,6.6
5058,,4/23/21,5/24/21,Kenya,"23,483",FloodList,Heavy rain,6,39054,1.5,6.1
5060,,4/21/21,4/30/21,Colombia,"11,140",FloodList,Heavy rain,0,0,1.5,5.2
5057,,4/20/21,4/30/21,Venezuela (Bolivarian Republic of),"10,138",FloodList,Heavy rain,0,0,1.5,5.2
5059,,4/19/21,4/30/21,Angola,"33,668",FloodList,Heavy rain,14,8165,1.5,5.8
5052,,4/3/21,4/10/21,"Indonesia,Timor-Leste","43,034",FloodList,Heavy rain,150,8424,2,5.8
5050,,4/2/21,4/7/21,Haiti,"11,055",FloodList,Heavy rain,3,750,1.5,5
5051,,4/1/21,4/6/21,Colombia,"257,392",FloodList,Heavy rain,3,0,1,6.2
5054,,4/1/21,4/15/21,Peru,"252,707",FloodList,Heavy rain,0,0,1,6.6
5053,,3/31/21,4/4/21,Indonesia,"36,880",FloodList,Torrential rain,0,100,1.5,5.4
5049,,3/25/21,3/26/21,Indonesia,"15,546",FloodList,Torrential rain,0,39,1.5,4.7
5047,,3/23/21,3/24/21,Brazil,"40,391",FloodList,Torrential rain,0,0,1,4.9
5048,,3/22/21,3/23/21,Colombia,"5,150",FloodList,Torrential rain,0,0,1.5,4.2
5045,,3/18/21,3/22/21,Australia,"200,687",FloodList,Heavy rain,0,18000,2,6.3
5046,,3/16/21,3/19/21,Angola,"33,405",FloodList,Torrential rain,4,0,1.5,5.3
5037,,3/9/21,3/11/21,United States of America,"11,889",FloodList,Heavy rain,0,100,2,4.9
5039,,3/6/21,3/7/21,Algeria,"87,379",FloodList,Torrential rain,10,0,1.5,5.4
5038,,3/5/21,3/8/21,Spain,"74,893",FloodList,Torrential rain,0,55,1.5,5.7
5042,,3/2/21,3/5/21,Peru,"55,125",FloodList,Torrential rain,0,100,1.5,5.5
5040,,3/1/21,3/23/21,Morocco,"10,826",FloodList,Torrential rain,0,0,1.5,5.6
5044,,2/28/21,3/2/21,United States of America,"99,258",FloodList,Torrential rain,0,0,1.5,5.6
5035,,2/24/21,2/28/21,Australia,"82,784",FloodList,Heavy rain,0,75,1.5,5.8
5041,,2/24/21,3/1/21,Burundi,"46,847",FloodList,Heavy rain,0,1900,1.5,5.6
5043,,2/23/21,3/1/21,Peru,"99,073",FloodList,Heavy rain,0,4000,1.5,6
5033,,2/22/21,2/28/21,Indonesia,"8,569",FloodList,Heavy rain,1,36000,1.5,5
5034,,2/22/21,2/28/21,Australia,"267,224",FloodList,Heavy rain,0,250,1,6.3
5036,,2/22/21,3/11/21,Bolivia (Plurinational State of),"128,782",FloodList,Heavy rain,0,300,1,6.4
5029,,2/21/21,2/22/21,Philippines,"4,427",FloodList,Tropical Storm Dijuan (Auring),0,60000,1.5,4.1
5027,,2/19/21,2/22/21,Indonesia,"13,179",FloodList,Heavy rain,5,32000,1.5,4.9
5028,,2/18/21,2/22/21,Brazil,"118,513",FloodList,Heavy rain,2,0,1,5.8
5030,,2/18/21,2/22/21,Brazil,"128,811",FloodList,Heavy rain,0,0,1.5,6
5024,,2/14/21,2/24/21,South Africa,"120,665",FloodList,Heavy rain,30,0,1.5,6.3
5031,,2/14/21,2/18/21,Madagascar,"194,400",FloodList,Heavy rain,1,500,1.5,6.2
5032,,2/10/21,2/20/21,Mozambique,"69,205",FloodList,Heavy rain,0,12000,1,5.9
5026,,2/8/21,2/14/21,Philippines,"7,008",FloodList,Heavy rain,1,10000,1.5,4.9
5023,,2/7/21,2/8/21,India,"1,551",FloodList,Glacier collapse and dam breaks,9,140,2,3.8
5019,,2/1/21,2/3/21,"Greece,Türkiye","26,656",FloodList,Torrential rain,3,0,1,4.9
5025,,2/1/21,2/14/21,Albania,"6,551",FloodList,Heavy rain,0,35,1,5
5020,,1/31/21,2/3/21,France,"291,655",FloodList,Heavy rain,1,150,1,6.1
5022,,1/31/21,2/3/21,Fiji,"14,273",FloodList,Tropical Storm Ana,1,7000,1.5,4.9
5018,,1/30/21,2/8/21,Paraguay,"118,548",FloodList,Heavy rain,10,0,1.5,6.2
5021,,1/29/21,2/3/21,Chile,"93,471",FloodList,Heavy rain,0,521,1.5,5.9
5015,,1/22/21,1/25/21,"Mozambique,Zimbabwe","1,148,874",FloodList,Tropical Storm Eloise,6,0,1.5,6.8
5017,,1/13/21,1/25/21,India,"54,041",FloodList,Monsoonal Rain,0,843,1.5,6
5010,,1/11/21,1/13/21,Indonesia,"39,427",FloodList,Heavy rain,0,3000,1.5,5.2
5011,,1/11/21,1/13/21,Malaysia,"41,804",FloodList,Heavy rain,0,2000,1.5,5.3
5014,,1/11/21,1/13/21,United States of America,"68,968",USGS Gauging,Heavy rain,0,0,1,5.3
5013,,1/9/21,1/13/21,"Serbia,Bulgaria","68,674",FloodList,Heavy rain,0,0,1,5.5
5016,,1/8/21,2/3/21,Burundi,"22,006",FloodList,Heavy rain,0,1500,1.5,6
5009,,1/1/21,1/13/21,Namibia,"367,193",FloodList,Heavy rain,0,260,1.5,6.9
5012,,1/1/21,1/12/21,Malaysia,"77,112",FloodList,Heavy rain,20,19500,1.5,6.1
4997,,12/25/20,12/29/20,Ecuador,"31,229",FloodList,Heavy rain,0,0,1,5.2
5000,,12/25/20,12/27/20,Portugal,734,FloodList,Heavy rain,0,20,1,3.3
4999,,12/24/20,12/30/20,United Kingdom of Great Britain and Northern Ireland,"72,126",FloodList,Storm Bella,0,2760,1.5,5.9
5003,,12/22/20,12/24/20,Brazil,"49,207",FloodList,Torrential rain,1,12,1.5,5.3
5001,,12/21/20,12/24/20,Algeria,"3,413",FloodList,Torrential rain,0,0,1,4.1
5008,,12/18/20,12/22/20,United Kingdom of Great Britain and Northern Ireland,"21,408",FloodList,Heavy rain,0,18,1.5,5.2
5004,,12/17/20,12/24/20,Brazil,"37,961",FloodList,Heavy rain,12,220,1.5,5.7
5005,,12/17/20,12/22/20,Thailand,"66,981",FloodList,Monsoonal Rain,1,400,1.5,5.8
5006,,12/17/20,12/23/20,Philippines,"49,952",FloodList,Storm Vicky,8,3000,1.5,5.7
5007,,12/17/20,12/28/20,Malaysia,"27,184",FloodList,Monsoonal Rain,0,8000,1.5,5.7
4994,,12/13/20,12/15/20,Türkiye,"17,794",FloodList,Torrential rain,2,0,1,4.7
4993,,12/12/20,12/15/20,Australia,"139,898",FloodList,Heavy rain,0,0,1.5,5.9
4998,,12/12/20,12/17/20,Democratic Republic of the Congo,"7,330",FloodList,Torrential rain,4,0,1.5,4.8
4995,,12/1/20,12/10/20,Mozambique,"34,214",FloodList,Torrential rain,1,0,1,5.5
5002,,12/1/20,12/10/20,Democratic Republic of the Congo,"62,297",FloodList,Heavy rain,18,0,1.5,6
4992,,11/22/20,11/23/20,"Somalia,Ethiopia","416,955",FloodList,Tropical Storm Gati,0,0,1.5,6.1
4984,,11/20/20,11/23/20,Italy,"17,347",FloodList,Torrential rain,0,200,1.5,5
4985,,11/20/20,11/23/20,South Africa,"147,185",FloodList,Torrential rain,4,0,1.5,5.9
4986,,11/19/20,11/23/20,Indonesia,"202,487",FloodLIst,Torrential rain,3,261,1.5,6.2
4989,,11/16/20,11/21/20,"Nicaragua,Honduras","108,878",FloodList,Tropical Storm Iota,2,400,2,6.1
4988,,11/15/20,11/23/20,Democratic Republic of the Congo,"112,820",FloodList,Heavy rain,9,24,1,6
4996,,11/15/20,12/15/20,Thailand,"73,211",FloodList,Heavy rain,24,0,1.5,6.5
4987,,11/13/20,11/23/20,Colombia,"237,001",FloodList,Heavy rain,2,2000,1.5,6.6
4980,,11/11/20,11/18/20,"Philippines,Viet Nam","160,744",FloodList,Tropical Storm Vamco,13,250000,2,6.4
4982,,11/10/20,11/12/20,Greece,"7,858",FloodList,Torrential rain,0,87,1.5,4.5
4990,,11/10/20,11/23/20,Venezuela (Bolivarian Republic of),"160,618",FloodList,Heavy rain,5,300,1.5,6.5
4991,,11/10/20,11/20/20,United States of America,"48,933",FloodLIst,,7,0,2,6
4983,,11/9/20,11/12/20,New Zealand,"17,253",FloodList,Heavy rain,0,64,1.5,5
4973,,11/6/20,11/9/20,Zimbabwe,"109,134",FloodList,Torrential rain,2,0,1,5.6
4974,,11/6/20,11/9/20,Uganda,"39,102",FloodList,Torrential rain,1,800,1,5.2
4970,,11/4/20,11/9/20,"Nicaragua,Honduras","412,060",FloodList,Tropical Storm Eta,40,0,1.5,6.6
4972,,11/4/20,11/9/20,Indonesia,"69,429",FloodList,Heavy rain,0,3000,1,5.6
4977,,11/3/20,11/5/20,Brazil,"61,492",FloodList,Torrential rain,0,300,1.5,5.4
4979,,10/24/20,11/2/20,"Philippines,Viet Nam","84,651",FloodList,Tropical Storm Molave,61,3000,1.5,6.1
4978,,10/20/20,11/9/20,Colombia,"37,557",FloodList,Heavy rain,0,3000,1.5,6.1
4969,,10/16/20,10/25/20,India,"125,991",FloodList,Monsoonal Rain,6,2100,1.5,6.3
4966,,10/6/20,10/25/20,Viet Nam,"52,753",FloodList,Heavy rain,75,900000,2,6.3
4965,,10/2/20,10/25/20,Mozambique,"293,973",FloodList,Heavy rain,22,5000,1.5,7
4981,,10/1/20,11/12/20,Somalia,"244,176",FloodList,Heavy rain,0,108000,1.5,7.2
4976,,9/20/20,11/4/20,Uganda,"17,977",FloodList,Torrential rain,12000,2,1,5.9
4964,,9/15/20,9/18/20,United States of America,"193,718",FloodList,,0,0,2,6.2
4967,,9/15/20,10/25/20,Nigeria,"118,736",FloodList,Heavy rain,155,25000,1.5,6.9
4968,,9/15/20,10/21/20,Togo,"25,646",FloodLIst,Heavy rain,11,16000,1.5,6.2
4963,,9/13/20,9/16/20,India,"90,592",FloodList,Monsoonal Rain,1,0,1,5.6
4971,,9/1/20,11/9/20,Congo,"142,623",FloodList,Heavy rain,0,3000,1.5,7.2
4952,,8/25/20,8/27/20,Afghanistan,"130,815",FloodList,Torrential rain,35,0,2,5.9
4953,,8/24/20,8/27/20,Pakistan,"97,006",FloodList,Monsoonal Rain,0,1300,1.5,5.8
4962,,8/22/20,8/30/20,Haiti,"138,228",FloodList,,72,600000,2,6.4
4956,,8/21/20,8/25/20,"Haiti,Dominican Republic","61,965",FloodList,Tropical Storm Laura,11,0,2,5.8
4961,,8/21/20,8/27/20,India,"613,621",FloodList,Monsoonal Rain,13,60,1.5,6.8
4955,,8/20/20,8/27/20,Kenya,"36,805",FloodList,Dam Release and Heavy Rain,0,5000,1.5,5.6
